"key","ratings_avg","ratings_std","hygiene_avg","hygiene_std","r_value","std_err","len(val)"
"Forest of Dean",3.861111111111111,1.1442961068914435,4.537037037037037,0.786764658749926,-0.04056755414106842,0.09526800959791572,54
"Milton Keynes",3.850467289719626,0.904854388221281,4.397196261682243,0.8571805493544709,-0.10115297630222395,0.06472803175044689,214
"South Ribble",4.0271428571428585,0.620782093945424,4.2214285714285715,1.0492708838784683,0.11907424966256072,0.14285912998750436,140
"Tunbridge Wells",4.058536585365853,0.6449367309069108,4.58130081300813,0.9539689955501091,0.02397908434706391,0.09466672223998868,246
"Conwy",3.795980707395499,1.0249656505643487,4.472668810289389,0.8665222000103651,0.005578366272800155,0.0480932786812255,311
"Caerphilly",3.96043956043956,0.9357231581854977,3.8131868131868134,1.0578029055919895,0.021399058737636457,0.11980168200775086,91
"Broadland",4.1020408163265305,0.8328681194861984,4.530612244897959,0.731284606823221,0.04513247031356943,0.12794357965559228,49
"South Buckinghamshire",3.9521276595744688,0.8816967109420402,4.425531914893617,0.7785606154694462,-0.0602092767501828,0.09189474416699893,94
"Daventry",4.055555555555555,0.9900741959975762,4.777777777777778,0.41573970964154905,-0.1589650315391691,0.06322105396434884,45
"Canterbury City",4.051501501501503,0.5827176053246572,4.292792792792793,0.8826875128568783,-0.016107421973449325,0.07204127040962255,444
"Arun",4.070943396226415,0.7016860130763305,4.184905660377359,1.0167273110634434,-0.05329724180857051,0.08922079534260165,265
"Derbyshire Dales",4.190035587188612,0.5351592028537232,4.217081850533808,1.0963511255311935,0.14015873322120662,0.12143849277220982,281
"Tamworth",3.812142857142858,0.7820502228248567,3.9857142857142858,1.378330845032261,-0.03429684250385987,0.21360371408253148,70
"Nottingham City",3.841613924050633,0.8430942048710415,4.575949367088608,0.9056384823578598,0.007361899841696862,0.0606180792182216,316
"Havering",3.95918079096045,0.5957276121724678,3.6553672316384183,1.4061555577927873,-0.126727761268875,0.12479541520333635,354
"Bridgend",3.8205426356589145,0.9416629773495837,3.883720930232558,1.0239602930826894,-0.07349643368226652,0.09622980599873081,129
"Cotswold",4.180576923076925,0.5975089747042056,4.130769230769231,0.9638740864023008,0.06284479135065911,0.10023207116496065,260
"Bolsover",4.057172995780591,0.7100577597011676,4.582278481012659,0.908575111135512,-0.012033309445420687,0.14581102070355473,79
"Mole Valley",3.8910546139359705,0.6787441914995702,4.350282485875706,1.0899709369361974,-0.12202467502523584,0.12048476274435296,177
"Kensington and Chelsea",3.7458167330677297,0.7208701790328195,4.289508632138114,1.0209538532714473,0.05632001790921824,0.051598753517748605,753
"Epping Forest",3.96061253561254,0.5864812538158626,4.576923076923077,0.7598790519352536,-0.010382228588648158,0.0850595218560664,234
"North Tyneside",4.012179487179484,0.6728210746948874,4.272435897435898,1.0558793708993757,-0.0028660289357062656,0.08913167910286572,312
"Purbeck",4.3012500000000005,0.7603442887929127,4.45,0.986154146165801,-0.09577341048128912,0.14617941894421146,80
"Doncaster",4.030119722747321,0.6034915269111634,4.238185255198488,1.1585048850587925,0.009025970585075989,0.08361875433059539,529
"Ealing",3.9746922024623714,0.5913845723167108,3.682626538987688,1.4297835242407668,-0.03800054120424649,0.08947933281773789,731
"Mid and East Antrim",4.142810457516339,0.7316026436023413,4.477124183006536,0.767688724707243,0.2307053987262806,0.0830892459096966,153
"Mansfield",4.001572327044027,0.598909422484841,4.283018867924528,1.0706612044612156,-0.06493773884528359,0.14237163344412793,159
"Suffolk Coastal",4.100912408759127,0.5950748952979835,4.697080291970803,0.6668852981229002,0.07013068571230037,0.06778356857427628,274
"Sutton",3.8148809523809515,0.8646248760612054,3.8988095238095237,1.2423091065027951,-0.05235140395212479,0.11136582853311418,168
"Tandridge",4.028082191780823,0.685564775741623,4.287671232876712,0.9286822606399064,0.020661252839516673,0.11286120715982452,146
"New Forest",4.0633333333333335,0.7752347314774337,4.253333333333333,0.9178719349064383,0.03366595469959966,0.09726839692436164,150
"Forest Heath",3.9201298701298706,0.940649807875294,4.597402597402597,0.825876004965436,-0.04807855592793865,0.10126368287447098,77
"North Hertfordshire",4.015244596131967,0.6335869102667713,4.334470989761092,1.158470574371228,-0.06251276731068058,0.10697494598434219,293
"Kirklees",4.092144221585476,0.5700185736981832,4.170487106017192,1.135965838997618,-0.06640962011249306,0.07537231517852941,698
"St Helens",3.8486394557823136,0.9206058633976609,3.891156462585034,1.0375878076156528,0.033316989993124976,0.09354615683707526,147
"Stoke-On-Trent",3.979284591194968,0.6198910575260171,4.209905660377358,1.0753656642532123,0.03718598512242928,0.08438865991100775,424
"Ards and North Down",3.982456140350877,0.7721291608654522,4.56140350877193,0.7075419238623081,0.02204258409677709,0.06094000306204753,228
"Coventry",3.995138888888886,0.586613775367249,4.201666666666667,1.1169887595176995,0.009338873827911615,0.07786226162321343,600
"Westminster",3.805664263645727,0.5634467208407323,4.005492619292825,1.2262032305226653,0.0658567104273046,0.04024803283487709,2913
"Wyre Forest",4.122295805739513,0.575019235104634,4.344370860927152,0.935300055376883,0.0039890513594697564,0.13325146664940446,151
"East Hertfordshire",3.8321917808219177,0.8707527000187708,4.075342465753424,1.1170264859834078,-0.05389934897619822,0.1067469890075183,146
"Shepway",3.811188811188812,1.0931352800884762,4.258741258741258,0.9803188200769262,-0.07285208656559447,0.07532312169158856,143
"West Somerset",4.070212765957447,0.9127733967856334,4.638297872340425,0.8854745551780768,-0.12652648852090162,0.14345061971798997,47
"Redditch",3.959748427672956,0.5531682518984882,4.122641509433962,0.948711441791655,0.03786915439528089,0.16805389927125605,106
"Solihull",3.8691836734693874,0.8735800997927166,4.130612244897959,1.1915012108094,-0.0239747138199971,0.08747093517794546,245
"Taunton Deane",3.885897435897436,0.8776387842583365,4.538461538461538,0.882289770978731,-0.0337930045424846,0.09369111342138683,117
"South Gloucestershire",3.9066594672426183,0.6346558318539046,4.457883369330453,1.0170561908039193,-0.030042654414801702,0.07460365975141794,463
"Isles of Scilly",4.417499999999999,0.367856969486783,3.55,1.5960889699512368,0.4179210318996792,0.9290922363403347,20
"Oldham",3.925547445255474,0.6897084115801562,4.262773722627737,1.005605261272673,0.03925809293762496,0.07203862838323562,411
"Wealden",3.9993197278911565,1.0076237689131977,4.27891156462585,0.863329364042855,0.07294427613353612,0.07096359545645345,147
"Lewes",4.041095890410959,0.7747444327070111,4.1506849315068495,1.2515331187416445,0.08332533389383798,0.13414969842475255,146
"Fareham",4.029393939393942,0.48257478235951123,4.254545454545455,1.2193120039946295,-0.054430737743377006,0.19761145941328986,165
"Richmondshire",4.158730158730158,0.6578967763292041,4.666666666666667,0.8438116736509215,0.0375109852500066,0.10643832031547523,147
"Powys",3.96046511627907,1.0382169124562832,4.0,1.2451456127293807,0.0353796929474152,0.10635507167417566,129
"Gravesham",4.002182539682541,0.6101342106774973,4.511904761904762,0.8659435759008731,0.06773552544294184,0.10990351630556314,168
"Ryedale",4.2138888888888895,0.49330392805257367,4.347222222222222,1.009121210402373,0.12353653378430564,0.17035116075948192,144
"North Warwickshire",3.821311475409836,0.9514638857749088,4.0,1.0712333936199698,-0.12223831258084591,0.14547777295472492,61
"Swansea",4.016444866920153,0.6515778624528848,4.406844106463878,0.9259004056854799,0.04831126794132015,0.06200474145003912,526
"Redbridge",3.902615694164989,0.5589213839452866,4.378269617706238,1.0736324996048232,0.004218946338530947,0.08633729922300429,497
"Ipswich",4.047847478474781,0.5563809282270465,4.402214022140221,1.092001567228367,0.05912272354655953,0.1194578020779968,271
"Tonbridge and Malling",4.025000000000002,0.674136653263066,4.125,1.0148051761074859,-0.1407752866539125,0.11298311413509897,176
"Horsham",3.862890625,0.9275144476163751,4.1640625,1.0214675697709399,0.021681253608272087,0.0980881463210207,128
"Hull City",3.948115659519165,0.6848706310645394,4.05458089668616,1.1997983382312996,-0.06538928405884199,0.07733192182443024,513
"Wigan",3.9383789062499988,0.6601800625109775,3.640625,1.1939585877973322,0.023114518563775253,0.08006186867436085,512
"Bromley",3.885849056603773,0.8390270659923097,3.6635220125786163,1.3091319983630711,-0.06302537100957911,0.08759910250988874,318
"St Albans City",4.045454545454544,0.5161492274672517,4.122257053291536,1.1229048409753997,-0.0031878416972123177,0.12219004778103072,319
"Hambleton",4.197115384615384,0.6586028428689846,4.544871794871795,0.8868190686304179,0.05537254728319361,0.10833885449990982,156
"Lambeth",3.8844253490870004,0.6444353141290853,4.0687432867884,1.1557544950790022,0.0023989084070918606,0.05884060824777306,931
"Epsom and Ewell",3.6896296296296294,0.7509523902721253,3.577777777777778,1.5273635802168517,-0.0819617161393206,0.1757682988506613,135
"St Edmundsbury",3.7669724770642206,1.019741381665479,4.63302752293578,0.7741292884304215,-0.11065145475009147,0.07293843839317633,109
"Harborough",4.105428571428572,0.5889328987106031,4.497142857142857,0.8340899966124635,-0.08110701137793885,0.10732251875022242,175
"Telford and Wrekin Council",4.018930817610061,0.6042295971857589,4.226415094339623,1.1267168774968765,-0.01904458036850164,0.11496248906645654,265
"Northampton",3.8274647887323945,1.0227100401506555,4.056338028169014,1.0797407610575187,0.10765131248315071,0.08870983819464728,142
"Basildon",3.9534934497816585,0.5367068738098537,4.620087336244541,0.8037781914301163,0.0784897643184698,0.09909328550748082,229
"Swindon",3.952121212121211,0.810898333035494,4.078787878787879,1.2932827799611288,-0.03945687453365294,0.12482309798377021,165
"Denbighshire",3.9214876033057853,1.0082475272930764,4.628099173553719,0.7511119185125132,-0.09312097205547877,0.06799434581175239,121
"Spelthorne",3.7632911392405064,0.9854867351270439,4.012658227848101,1.2064559551841878,-0.3914038000655032,0.12838270934791857,79
"Breckland",4.152409638554216,0.5921374196607744,4.295180722891566,1.131520313715704,0.1953913357066949,0.1463407675291774,166
"Hammersmith and Fulham",3.9129750982961986,0.5983100708153404,4.2306684141546524,1.0637616919371569,-0.03490452890499679,0.06441114029100074,763
"Pembrokeshire",4.082914572864322,0.9005356015098053,4.42713567839196,0.9941878009719413,-0.04797653117082607,0.07856589022030959,199
"Huntingdonshire",3.8954022988505743,0.9867406052573698,4.109195402298851,1.1668931324279859,0.07131297322283794,0.0899407969935013,174
"Southend-On-Sea",3.7484189723320145,0.9417403945394103,3.857707509881423,1.286717597345702,-0.04601475882445626,0.0861499271640514,253
"Crawley",3.855198776758411,0.5931532440148616,4.513761467889908,0.857933070881177,-0.050319171399885856,0.09828994798711914,218
"Wakefield",4.004712041884816,0.8959062192714919,4.178010471204188,1.1799983227848974,-0.12708166254222072,0.09502818552492734,191
"Craven",4.241935483870964,0.4984271132628306,4.548387096774194,0.9218509784667875,0.010210106014354445,0.1363413257390731,186
"South Hams",4.182758620689654,0.5996623851958593,4.431034482758621,0.9023354557330707,0.01014970990321033,0.09921444921798955,232
"Stevenage",3.8531914893616994,0.5991914531533156,4.574468085106383,0.8098160420929466,-0.15334892119303126,0.11327809986223995,141
"Carmarthenshire",4.0631313131313105,0.7073776390097463,4.498316498316498,0.804551777779702,0.03464824495739094,0.06618061850040166,297
"Belfast City",3.9651709401709407,0.6483527188825554,4.348717948717948,0.8885420098977073,0.08601614977606802,0.039951455943357875,1170
"Armagh City, Banbridge and Craigavon",3.8296460176991154,1.129073493773788,4.451327433628318,0.9022209611279951,0.14106536241352355,0.07508696158388573,113
"Gloucester City",3.942302543507366,0.6628958682308876,4.534136546184739,0.9857617676090088,-0.005077953108892278,0.09461774253987162,249
"Trafford",3.927145522388056,0.6459350816725631,4.0111940298507465,1.2533037206055684,0.06438308001446408,0.08379051171848476,536
"Blaby",3.8459183673469397,0.5966177402910405,4.1020408163265305,1.1292926801842387,-0.06753464317406212,0.192744536018808,98
"Reigate and Banstead",3.735754189944134,0.9269285291955547,4.379888268156424,1.0627454636350555,0.02534277254919167,0.08615031476236602,179
"Waveney",4.080000000000001,0.6297618597533515,4.371428571428571,1.057914776089921,0.0011435986919588628,0.11647759011356042,210
"Colchester",3.941772151898734,0.8798169537670184,4.436708860759493,0.9238988951192114,0.010260057084641599,0.08407114496462434,158
"Cheltenham",4.125285565939771,0.5010582050232087,4.205607476635514,0.8654494925289139,-0.024560928009742033,0.09667789294315478,321
"Stockport",4.027380952380952,0.615731546269773,4.052123552123552,1.1769936377673889,-0.05364741292168077,0.08402954252707479,518
"Southwark",3.941364247311826,0.5712436896692848,4.053427419354839,1.1126872562476489,0.016691276742651785,0.061897569447769425,992
"Cardiff",3.9696535244922373,0.5767701610039957,4.128136200716846,1.1163001016452678,0.028121402493961434,0.057964726866915284,1116
"Harlow",3.901503759398498,0.5771963560561635,4.2631578947368425,1.1691185346240913,0.05568107365484089,0.17669531396119995,133
"High Peak",4.19264705882353,0.5372130815983255,4.529411764705882,0.9204206450222421,0.07280756841703745,0.12022919529860689,204
"Malvern Hills",4.2011111111111115,0.552183097205543,4.533333333333333,0.7076303701373626,-0.11146896931033454,0.11042883888782781,135
"Halton",3.9647928994082826,0.5673462451123412,4.349112426035503,1.0216657904424453,0.2049556116208798,0.1363903499724169,169
"Wokingham",3.888260869565218,0.8613268438560765,4.234782608695652,1.1137905101800372,-0.00891052699377215,0.12164074388100628,115
"Rushmoor",3.8582417582417583,0.9626047462987642,4.241758241758242,1.030743456647232,-0.018621302746809877,0.11348338328716565,91
"Slough",3.875079365079365,0.5760181866687386,3.842857142857143,1.3763552381186328,0.060630278433888435,0.1653723759989226,210
"Hart",3.989215686274511,0.656601499117105,4.235294117647059,1.0090421646122614,-0.1093710081812603,0.13195986584791755,136
"Gwynedd",4.100317796610164,0.6560950419642418,4.601694915254237,0.7960690553096528,0.07285186726169113,0.05581867231502377,472
"Test Valley",4.017766497461929,0.6113886053034018,4.309644670050761,1.0078667100429046,0.049148958396076865,0.11790800055326255,197
"Wrexham",4.082651515151516,0.5938219725843488,4.7,0.7012974987964679,0.02243006809783342,0.07996657655686255,220
"Worcester City",4.021844660194176,0.5609315199240474,4.509708737864078,0.7866624302990692,-0.002680840786805111,0.09818879279436493,206
"West Oxfordshire",4.070610687022901,0.8913894769293857,4.374045801526718,0.9910737323430523,0.02238039770933266,0.09786667088195854,131
"Gedling",4.053358208955222,0.6019928893687395,4.388059701492537,1.0644208555030108,-0.08122906294478578,0.153390169737371,134
"Middlesbrough",4.098533333333334,0.563562146824406,4.636,0.8668933037000573,0.013644779846376994,0.0976691843234812,250
"Carlisle City",4.126159420289854,0.5373674277093365,4.578260869565217,0.8290678483480477,0.054366089192515316,0.10202545615555458,230
"South Holland",4.22970297029703,0.5663928864952008,4.356435643564357,0.7908406157511231,0.14877558164265436,0.13876924086889691,101
"Preston",4.043782654127482,0.5253107820667181,4.351097178683386,0.9446717696172514,0.05303984216626371,0.10086099456720936,319
"Woking",3.913073394495412,0.6287282957228868,4.504587155963303,1.1056473317565378,0.09664089926866283,0.1190938052787406,218
"Brent",3.757704918032782,0.8214329611404354,3.360655737704918,1.306136674560137,-0.09228072341938269,0.09095741265531078,305
"Fermanagh and Omagh",4.1499999999999995,0.630174234015793,4.510869565217392,0.6509953118343064,0.1867939416415591,0.10697540199526794,92
"Maidstone",3.981904761904762,0.5570418101285508,4.575,0.9150039031922993,0.023566828429108986,0.09848999586167399,280
"Newry, Mourne and Down",4.029166666666667,0.9515247267178902,4.55,0.6563789555838406,0.06771425013814088,0.06335714646184168,120
"Exeter City",3.9617675312199814,0.6710470985901882,4.564841498559078,0.847595456837034,0.09817776417751865,0.0676741582070562,347
"Eden",3.9705882352941178,1.0356951095093534,4.729411764705882,0.7418297774322093,-0.018014655479178358,0.07860728719616913,85
"Teignbridge",4.103533568904594,0.6602988573582463,4.759717314487633,0.6502534906232336,0.05300236602688822,0.058664869241206764,283
"King's Lynn and West Norfolk",4.155189255189252,0.5558203289676865,4.289377289377289,1.034459732536171,0.031153190644683502,0.11300135970664228,273
"Scarborough",3.9439834024896268,0.9342575900348901,4.518672199170124,0.8202974238049104,0.11912656238756489,0.05639000347552657,241
"Wolverhampton",3.883088235294115,0.7031857904075499,4.825980392156863,0.6035934221173849,-0.05678825021352224,0.04253142995011596,408
"Lewisham",3.892379679144383,0.8110958159728523,3.609625668449198,1.2377802146891386,-0.030927223096984074,0.07908463346717644,374
"Antrim and Newtownabbey",3.991933028919332,0.7059746242221242,4.474885844748859,0.8456492794672954,0.000425498979489174,0.08131511602531383,219
"Rushcliffe",4.010714285714286,0.79814037689149,4.214285714285714,1.175862688082452,0.1802152629549124,0.19720184580277725,56
"Basingstoke and Deane",3.7896,0.9098416565534906,4.496,0.8258232256360921,0.004735892718329177,0.08183966631229479,125
"City of London Corporation",3.8324442119944186,0.5374298628973919,4.321129707112971,1.0551790880520033,-0.032176063178608855,0.06353386335578776,956
"Gateshead",3.7954918032786886,0.9400907720900569,4.336065573770492,0.963350163068283,0.13064658450232697,0.09274390595150256,122
"Bournemouth",3.825454545454546,1.0209208288809546,4.4363636363636365,0.852027237371635,-0.026773803746278878,0.05049220950783029,275
